Ano;Nº do Processo;Tramitação;Tipo de Contrato;Tipo de instrumento Macro;Objeto de Análise;Tipo de Serviços ou parcerias;Parceiro / Contratante;CNPJ;Unidade UFRJ;Sigla Unidade;Centro;Coordenador;Interveniente;Status;Nº Parecer;Parecer;Valor do Projeto;Data de Entrada AGI;Data de Saída AGI;Mês de Entrada;Dias;Data dif;Dias úteis;% DADOS CONCLUÍDO;x;Referências;Data Abertura do processo no SEI;Dias entrada até a AGI;Entrada na Procuradoria;Saída da Procuradoria;Dias PROC;Contrato assinado?;Desistiu da Tramitação do processwo;Data de assinatura do contrato;Dias até a assinatura;Vigência do proj (em meses);ANOTAÇÕES;Responsável;Código;Atividade Principal (CNAE);Ano de assinatura do contrato
2023;23079.225552/2023-15;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Frederico de Araujo Kronemberger;Coppetec;Concluído;87/2023;Totalmente favorável;3287848.5;2023-06-01;2023-06-05;Jun;4.0;;2;1.0;1;Membranas híbridas contendo líquidos iônicos para separação de CO2 por permeação gasosa: ampliação de escala, projeto e teste de módulo de permeação;2023-05-25 00:00:00;7;;;0;Sim;;2023-06-12 00:00:00;-45071.0;33;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2023;23079.225766/2023-91;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;"United Nations Industrial
Development Organization (UNIDO)";;CCJE: Instituto de Economia (IE);IE;CCJE;João Carlos Ferraz;Coppetec;Concluído;103/2023;Totalmente favorável;EUR 13.000,00;2023-06-26;2023-07-07;Jun;11.0;;9;1.0;1;UNIDO - Parceiros regionais para a produção do Relatório de Desenvolvimento Industrial 2024;2023-05-26 00:00:00;31;45117;45117;0;Sim;;2023-08-08 00:00:00;-45072.0;6;;;;;2023.0
2023;23079.226071/2023_27;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;Univesidade de Rouen Normandia;;CFCH: Faculdade de Educação (FE);FE;CFCH;Enio Jose Serra dos Santos;Sem Interveniente;Concluído;101/2023;Totalmente favorável;Sem repasse;2023-06-23;2023-06-28;Jun;5.0;;3;1.0;1;Espaços sociais de educação de jovens e adultos refugiados: o papel e as ações das ONGs na França (2001-2020);2023-05-29 00:00:00;25;45106;45107;1;Sim;;2023-10-20 00:00:00;-45075.0;60;;;;;2023.0
2023;23079.225979/2023-13;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Projeto de P&D;ExxonMobil Exploração Brasil Ltda.;04.033.958/0001-30;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Alvaro Luiz Gayoso de Azeredo Coutinho;Coppetec;Concluído;110/2023;Parecer Orientativo;$ 5.978.060,64;2023-07-04;2023-07-18;Jul;14.0;;10;1.0;1;Desenvolvimento e Implementação de Operadores Neurais para Modelagem Multífica e Multiescalas em Engenharia de Reservatórios;2023-05-29 00:00:00;36;45187;45188;1;Sim;;2023-10-28 00:00:00;-45075.0;60;O parecer saiu com a numeração errada no SEI (número 89);;06.00-0-01;Extração de petróleo e gás natural;2023.0
2023;23079.225979/2023-13;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Projeto de P&D;ExxonMobil Exploração Brasil Ltda.;04.033.958/0001-30;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Alvaro Luiz Gayoso de Azeredo Coutinho;Coppetec;Concluído;Folha Informação;Totalmente favorável;$ 5.978.060,64;2023-09-14;2023-09-18;Set;4.0;;2;1.0;1;Desenvolvimento e Implementação de Operadores Neurais para Modelagem Multifísica e Multiescalas em Engenharia de Reservatórios;2023-05-29 00:00:00;108;45187;45188;1;Sim;;2023-10-28 00:00:00;-45075.0;60;;;06.00-0-01;Extração de petróleo e gás natural;2023.0
2023;23079.226837/2023-73;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;WSP Brasil Consultoria LTDA;01.766.605/0001-50;CCS: Instituto de Biologia (IB);IB;CCS;Rodrigo Hipolito Tardin Oliveira;Coppetec;Concluído;156/2023;Totalmente favorável;173157.14;2023-08-31;2023-09-13;Ago;14.0;;9;1.0;1;Levantamento sistemático, secundário e primário, da fauna marinha em uma área potencial de complexo eólico offshore;2023-06-01 00:00:00;91;45169;45169;0;Não;;44853;-225.0;;;;71.12-0-00;Serviços de engenharia;
2023;23079.227085/2023-68;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;"Repsol Sinopec Brasil S.A.; Tidewise Engenharia e Serviços Navais Ltda";"02.270.689/0001-08; 24.817.857/0001-67";CCMN: Instituto de Geociências (Igeo);IGEO;CCMN;LUIZ PAULO DE FREITAS ASSAD;Coppetec;Concluído;131/2023;Totalmente favorável;16873269.34;2023-07-24;2023-08-10;Jul;17.0;;13;1.0;1;Autonomous Vehicle for Offshore Wind Energy Estimation;2023-06-02 00:00:00;52;45148;45148;0;Não;;;-45079.0;18;;;06.00-0-01;Extração de petróleo e gás natural;
2023;23079.227593/2023-46;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;University of Maryland;;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Roberto Schaeffer;Coppetec;Concluído;132/2023;Totalmente favorável;499790;2023-07-31;2023-08-20;Jul;20.0;;14;1.0;1;International Engagement to accelerate the global transition to a low-carbon economy;2023-06-06 00:00:00;55;45168;45169;1;Sim;;2024-05-14 00:00:00;-45083.0;12;;;;;2024.0
2023;23079.227809/2023-73;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0819-42;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Helen Conceição Ferraz;Coppetec;Concluído;102/2023;Totalmente favorável;2935037.59;2023-06-26;2023-06-28;Jun;2.0;;2;1.0;1;Seleção e desenvolvimento de agentes de transferencia de fase para o tratamento de água produzida visando remoção de compostos orgânicos dissolvidos;2023-06-07 00:00:00;19;;;0;Sim;;2025-01-06 00:00:00;-45084.0;30;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2025.0
2023;23079.227953/2023-18;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Acordo de Cooperação Técnica;Comitê Olímpico Brasileiro – COB;34.117.366/0001-67;CCMN: Instituto de Química (IQ);IQ;CCMN;Henrique Marcelo Gualberto Pereira;Sem Interveniente;Concluído;141/2023;Totalmente favorável;Sem repasse;2023-08-10;2023-08-20;Ago;10.0;;6;1.0;1;"Programa de Educação e Prevenção ao Doping no Esporte Olímpico Brasileiro 

 ";2023-06-07 00:00:00;64;45159;45159;0;Sim;;2024-01-04 00:00:00;-45084.0;24;;;93.19-1-01;Produção e promoção de eventos esportivos;2024.0
2023;23079.228073/2023-51;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Centro Brasil no Clima - CBC;22.405.279/0001-26;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Emilio Lèbre La Rovere;Coppetec;Concluído;123/2023;Totalmente favorável;USD 65.000;2023-07-24;2023-07-27;Jul;3.0;;3;1.0;1;Avaliação do Impacto das Políticas Públicas na Expansão da Geração de Energia Elétrica Renovável no Brasil;2023-06-08 00:00:00;46;;;0;Sim;;2023-09-26 00:00:00;-45085.0;12;;;94.30-8-00;Atividades de associações de defesa de direitos sociais;2023.0
2023;23079.228069/2023-92;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;UFRJ Duque de Caxias;UFRJ;UFRJ Caxias;Pedro Nothaft Romano;Coppetec;Concluído;126/2023;Totalmente favorável;2020119.74;2023-07-25;2023-08-01;Jul;7.0;;5;1.0;1;nserção de bio-óleo no hidroprocessamento de óleos e gorduras;2023-06-08 00:00:00;47;;;0;Sim;;2023-08-09 00:00:00;-45085.0;32;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2024;23079.228430/2023-81;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Instituto Mar Adentro Promoção e Gestão do Conhecimento de Ecossistemas Aquáticos - IMA;07.865.206/0001-23;UFRJ Duque de Caxias;UFRJ Caxias;UFRJ Caxias;Rodrigo Ornellas Meire;Coppetec;Concluído;098/2024;Totalmente favorável;1454506.48;2024-05-24;2024-06-03;Mai;11.0;;5;1.0;1;Elementos traço em aves marinhas rastreadas por GPS ;2023-06-12 00:00:00;347;;;0;Sim;;2024-07-26 00:00:00;-45089.0;15;;Ingrid;;;2024.0
2023;23079.228738/2023-26;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Convenio;Universidade do Porto;;GR: Gabinete da Reitoria;GR;GR;;Sem Interveniente;Concluído;92/2023;Totalmente favorável;Sem repasse;2023-06-15;2023-06-20;Jun;5.0;;3;1.0;1;Cooperação acadêmica, científica e cultural, em todas as áreas de comum interesse;2023-06-13 00:00:00;2;;;0;Sim;;2023-05-31 00:00:00;-45090.0;60;;;;;2023.0
2023;23079.228543/2023-86;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0819-42;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;HELCIO RANGEL BARRETO ORLANDE;Coppetec;Concluído;105/2023;Totalmente favorável;7727284.41;2023-06-27;2023-07-19;Jun;22.0;;16;1.0;1;SOLID² plus - Detecção de vazamento de óleo em dutos submarinos;2023-06-13 00:00:00;14;;;0;Sim;;2024-11-25 00:00:00;-45090.0;36;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2024.0
2023;23079.228806/2023-57;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Centro de Tecnologia de Informação e Comunicação do Estado do Rio de Janeiro – PRODERJ;30.121.578/0001-67;CT: Escola Politécnica (Poli);POLI;CT;EDILBERTO STRAUSS;Coppetec;Concluído;98/2023;Totalmente favorável;1111515.43;2023-06-20;2023-06-22;Jun;2.0;;2;1.0;1;Pesquisa e Inovação com vistas a ampliar e integrar conhecimentos que resultem em direcionadores para o portfólio de soluções de tecnologia da informação e comunicação (TIC) e de transformação digital em benefício dos órgãos e entidades do governo do estado do Rio de Janeiro ;2023-06-14 00:00:00;6;;;0;Não;;;-45091.0;12;;;84.11-6-00;Administração pública em geral;
2023;23079.229913/2023-01;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Consultoria;Eletronuclear – Eletrobrás Termonuclear S.A;42.540.211/0001-67;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Roberto Schirru;Coppetec;Concluído;115/2023;Totalmente favorável;1071287.76;2023-07-07;2023-07-15;Jul;8.0;;5;1.0;1;Acompanhamento Operacional dos Sistemas LMP/A1 Instalados na Usina Nuclear de Angra1;2023-06-19 00:00:00;18;45124;45124;0;Não;;;-45096.0;36;;;35.11-5-01;Geração de energia elétrica;
2023;23079.229948/2023-31;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;ALEXANDRE GONÇALVES EVSUKOFF;Coppetec;Concluído;137/2023;Totalmente favorável;2167467.36;2023-08-07;2023-08-14;Ago;7.0;;5;1.0;1;KrelIA: Aplicações de IA para Petrofísica e Inferência de Permeabilidade Relativa Utilizando Rocha Digita;2023-06-19 00:00:00;49;;;0;Sim;;2023-08-14 00:00:00;-45096.0;24;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2023;23079.230452/2023-19;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Institute of Innovative Technology for the Earth (RITE) - Japão;;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Roberto Schaeffer;Coppetec;Concluído;135/2023;Totalmente favorável;261088.24;2023-08-07;2023-08-15;Ago;6.0;;6;1.0;1;EDITS (Energy Demand Changes Induced by Technological and Social Innovations) Project;2023-06-21 00:00:00;47;45155;45155;0;Sim;;2023-12-12 00:00:00;-45098.0;9;;;;;2023.0
2023;23079.230864/2023-41;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;TSM GROUP LTDA;26.226.281/0001-99;CT: Escola de Química (EQ);EQ;CT;Priscilla Filomena Fonseca Amaral Sécca;Coppetec;Concluído;118/2023;Totalmente favorável;$ 76.114,29;2023-07-17;2023-07-21;Jul;4.0;;4;1.0;;Nanoencapsulamento de óleo de Neem contendo o princípio ativo azadiractina;2023-06-23 00:00:00;;;;0;Sim;;2023-08-18 00:00:00;;12;;;20.51-7-00;Fabricação de defensivos agrícolas;2023.0
2023;23079.231038/2023-19;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Cristiano Piacsek Borges_x000D_;Coppetec;Concluído;106/2023;Totalmente favorável;4428295.8;2023-06-27;2023-07-15;Jun;18.0;;13;1.0;1;Aumento da produtividade das unidades URS para Produção de água de injeção em plataformas offshore;2023-06-26 00:00:00;1;;;0;Sim;;2023-08-07 00:00:00;-45103.0;36;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2023;23079.231439/2023-79;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;LUIS VOLNEI SUDATI SAGRILO;Coppetec;Concluído;121/2023;Totalmente favorável;14555491.36;2023-07-21;2023-07-27;Jul;6.0;;4;1.0;1;Métodos Alternativos para Análise Estrutural de Dutos Flexíveis e Aplicações no Digital Twin;2023-06-27 00:00:00;24;;;0;Sim;;2024-11-06 00:00:00;-45104.0;41;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2024.0
2023;23079.232327/2023-35;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Escola Politécnica (Poli);POLI;CT;Marcelo Igor Lourenço de Souza;Coppetec;Concluído;145/2023;Totalmente favorável;18007752.68;2023-08-14;2023-08-20;Ago;6.0;;4;1.0;1;Desenvolvimento e análise de conceitos disruptivos (com integração de tecnologias inovadoras) de sistemas de produção offshore ;2023-06-30 00:00:00;45;;;0;Sim;;2024-05-31 00:00:00;-45107.0;36;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2024.0
2023;23079.232548/2023-11;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Instituto Internacional de Educação do Brasil (IEB);03.057.776/0001-36;CT: Escola de Química (EQ);EQ;CT;Bettina Susanne Hoffmann;Coppetec;Concluído;117/2023;Totalmente favorável;"R$ 11.550
";2023-07-10;2023-07-15;Jul;5.0;;4;1.0;1;Promoting a plastic-free tourism in Rio de Janeiro: Circular Beach as new business-model in Copacabana / Promovendo um turismo sem plástico no Rio de Janeiro: Praia Circular como novo modelo de negócio em Copacabana;2023-07-03 00:00:00;7;;;0;Sim;;2023-08-14 00:00:00;-45110.0;6;;;94.30-8-00;Atividades de associações de defesa de direitos sociais;2023.0
2023;23079.232388/2023-01;1ª tramitação;Outros;Outros;Projeto;Estudos Técnicos;Open Society Foundaton;;CCJE: Instituto de Economia (IE);IE;CCJE;Carlos Frederico Leão Rocha;FUJB;Concluído;155/2023;Totalmente favorável;1750000.02;2023-08-28;2023-09-04;Ago;7.0;;5;1.0;1;Descarbonização e Política Industrial: Desafios para o Brasil (DIP-BR);2023-07-03 00:00:00;56;;;0;Não;;;-45110.0;36;;;;;
2024;23079.232952/2023-87;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Testes Clínicos;Westat, Inc;;CCS: Instituto de Puericultura e Pediatria Martagão Gesteira (IPPMG);IPPMG;CCS;Cristina Barroso Hofer;Coppetec;Concluído;008/2024;Totalmente favorável;15900;2024-02-01;2024-02-06;Fev;6.0;;4;1.0;1;Protocolos relacionados ao IMPAACT para a pesquisa sobre tratamento, prevenção, diagnóstico e epidemiologia de infecções por HIV;2023-07-04 00:00:00;212;45324;;-45324;Sim;;2025-01-31 00:00:00;-45111.0;;;Paula;;;2025.0
2023;23079.233579/2023-81;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Argimiro Secchi Resende;Coppetec;Concluído;122/2023;Totalmente favorável;4955530.26;2023-07-21;2023-07-27;Jul;6.0;;4;1.0;1;Sistemas Inteligentes de Automatização de Produção de Plataformas Offshore de Óleo e Gás;2023-07-07 00:00:00;14;;;0;Sim;;2023-08-11 00:00:00;-45114.0;36;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2023;23079.233862/2023-11;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Convenio;Fundação COPPETEC;72.060.999/0001-75;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Claudia Regina Elias Mansur;Sem Interveniente;Concluído;128/2023;Totalmente favorável;750000;2023-07-26;2023-08-15;Jul;20.0;;14;1.0;1;Preparação e avaliação da eficiência de formulações de aditivos, bem como suas propriedades, para aplicação em processos de produção e tratamento do petróleo e água produzida;2023-07-10 00:00:00;16;45154;45208;54;Não;;;-45117.0;60;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;
2023;23079.233849/2023-54;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Consultoria;CLS Brasil;04.001.949/0001-67;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;LUIZ LANDAU;Coppetec;Concluído;129/2023;Totalmente favorável;293942.88;2023-07-28;2023-08-14;Jul;17.0;;11;1.0;1;Plataforma Computacional Operacional Regional de Modelagem Hidrodinâmica Marinha e Atmosférica;2023-07-10 00:00:00;18;;;0;Sim;;2023-09-22 00:00:00;-45117.0;42;;;61.90-6-99;Outras atividades de telecomunicações não especificadas anteriormente;2023.0
2023;23079.234122/2023-94;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Testes Clínicos;"Syneos Health, LLC; GlaxoSmithKline 
Research & Development Limited";;CCS: Hospital Universitário Clementino Fraga Filho (HUCFF);HUCFF;CCS;Solange Oliveira Rodrigues Valle;FUJB;Concluído;140/2023;Totalmente favorável;41958;2023-08-10;2023-08-20;Ago;10.0;;6;1.0;1;Estudo randomizado, duplo-cego, controlado por placebo, para investigar a eficácia e a segurança do depemokimab em adultos com Síndrome hipereosinofilica (SHE);2023-07-11 00:00:00;30;;;0;Sim;;2024-09-16 00:00:00;-45118.0;3;;;;;2024.0
2024;23079.234122/2023-94;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Syneos Health, LLC;2656930;CCS: Hospital Universitário Clementino Fraga Filho (HUCFF);HUCFF;CCS;Solange Oliveira Rodrigues Valle;FUJB;Concluído;151/2024;Totalmente favorável;41958;2024-08-05;2024-08-28;Ago;24.0;;18;1.0;1;"Estudo randomizado, duplo-cego, controlado 
por placebo, para investigar a eficácia e a segurança do 
depemokimab em adultos com Síndrome 
hipereosinofílica (SHE";2023-07-11 00:00:00;391;;;0;Sim;;2024-09-16 00:00:00;-45118.0;20;;Ingrid;;;2024.0
2023;23079.234830/2023-25;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;ExxonMobil Exploração Brasil Ltda.;04.033.958/0001-30;CT: Escola de Química (EQ);EQ;CT;João Monnerat Araújo Ribeiro de Almeida;Coppetec;Em andamento;159/2023;Totalmente favorável;3083235.17;2023-09-12;;Set;;;-32273;0.5;0;LignoOil Catalysis - Desenvolvimento de catalisador otimizado para hidrotratamento de óleos de pirólise de biomassas lignocelulósicas;2023-07-13 00:00:00;61;45181;45181;0;Sim;;2023-11-23 00:00:00;-45120.0;60;;Rafael;06.00-0-01;Extração de petróleo e gás natural;2023.0
2023;23079.234932/2023-41;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Acordo de Cooperação Técnica;Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho -FUNDACENTRO; 62.428.073/0001-36;;;;;Sem Interveniente;Concluído;150/2023;Totalmente favorável;Sem repasse;2023-08-21;2023-08-24;Ago;3.0;;3;1.0;1;Projeto Caminhos do Trabalho;2023-07-14 00:00:00;38;45162;45162;0;Não;;;-45121.0;24;;;84.11-6-00;Administração pública em geral;
2023;23079.235530/2023-63;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CCS: Instituto de Microbiologia Paulo de Góes (IMPG);IMPG;CCS;Diogo de Azevedo Jurelevicius;Coppetec;Concluído;139/2023;Totalmente favorável;5759908.48;2023-08-09;2023-08-20;Ago;11.0;;7;1.0;1;Mapeamento da dinâmica da comunidade microbiana em sistemas de injeção de água em reservatórios de petróleo;2023-07-18 00:00:00;22;;;0;Sim;;2023-08-14 00:00:00;-45125.0;36;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
